ro_id,machine_model,machine_age_years,operating_hours,symptom_text,failure_code,subsystem,environment,technician_notes,downtime_hours,estimated_total_parts_cost,created_at
RO000648,SUV-X,3.8,8846,Control unit reset observed,FC-ELC-22,electrical_power,normal,Observed: Control unit reset observed. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,3.62,269.36,2025-07-02 16:21:54
RO000649,COUPE-R,9.4,13449,Hydraulic pressure unstable,FC-HYD-04,hydraulic_brake,normal,Observed: Hydraulic pressure unstable. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,4.97,179.14,2024-10-25 11:58:54
RO000650,COUPE-R,0.2,20083,Hydraulic pressure unstable,FC-HYD-04,hydraulic_brake,dusty,Observed: Hydraulic pressure unstable. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,3.02,115.39,2024-07-15 12:38:49
RO000651,SEDAN-B,6.7,17219,Brake pedal spongy,FC-HYD-04,hydraulic_brake,city_stopgo,Observed: Brake pedal spongy. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,8.22,165.78,2026-06-08 16:13:43
RO000652,SEDAN-B,1.9,100,Brake pressure drop,FC-HYD-04,hydraulic_brake,normal,Observed: Brake pressure drop. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,5.87,219.56,2025-01-15 14:26:42
RO000653,SUV-Z,12.8,24911,Torque transfer delay,FC-DRV-19,drivetrain,normal,Observed: Torque transfer delay. Inspected drivetrain subsystem. Replaced primary component and verified normal operation.,5.92,185.36,2026-04-20 02:02:11
RO000654,VAN-C,4.8,21456,Coolant temperature high,FC-CLG-11,engine_cooling,high_humidity,Observed: Coolant temperature high. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,3.55,241.1,2025-12-13 02:28:16
RO000655,SEDAN-B,8.2,19043,Torque transfer delay,FC-DRV-19,drivetrain,city_stopgo,Observed: Torque transfer delay. Inspected drivetrain subsystem. Replaced primary component and verified normal operation.,7.62,185.36,2026-03-14 03:13:33
RO000656,SEDAN-B,16.2,18139,Driveline vibration under load,FC-DRV-19,drivetrain,high_humidity,Observed: Driveline vibration under load. Inspected drivetrain subsystem. Replaced primary component and verified normal operation.,4.48,181.54,2025-10-08 04:06:34
RO000657,SUV-X,6.4,847,Intake actuator delayed,FC-PNE-07,pneumatic_intake,highway_longhaul,Observed: Intake actuator delayed. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,4.11,124.29,2025-03-01 13:05:34
RO000658,VAN-C,5.1,10807,Radiator efficiency low,FC-CLG-11,engine_cooling,city_stopgo,Observed: Radiator efficiency low. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,5.8,132.06,2025-10-09 09:19:21
RO000659,SUV-X,3.6,23968,Brake pressure drop,FC-HYD-04,hydraulic_brake,normal,Observed: Brake pressure drop. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,5.5,179.14,2024-01-04 18:26:31
RO000660,SEDAN-B,6.5,12376,Intermittent electrical fault,FC-ELC-22,electrical_power,high_humidity,Observed: Intermittent electrical fault. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,5.81,196.51,2023-10-22 03:41:14
RO000661,VAN-C,9.4,8062,Brake pedal spongy,FC-HYD-04,hydraulic_brake,high_humidity,Observed: Brake pedal spongy. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,4.18,128.3,2023-09-10 02:14:11
RO000662,COUPE-R,5.4,4233,Brake pressure drop,FC-HYD-04,hydraulic_brake,city_stopgo,Observed: Brake pressure drop. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,3.86,128.3,2023-11-28 02:22:46
RO000663,SEDAN-A,4.8,21995,Accessory drive noise,FC-ACC-09,conveyor_like_accessory,normal,Observed: Accessory drive noise. Inspected conveyor_like_accessory subsystem. Replaced primary component and verified normal operation.,6.03,224.07,2024-07-09 22:58:55
RO000664,SUV-Z,7.2,21807,Coolant temperature high,FC-CLG-11,engine_cooling,high_humidity,Observed: Coolant temperature high. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,5.23,210.86,2026-01-21 16:10:25
RO000665,SEDAN-A,7.9,14174,Brake pressure drop,FC-HYD-04,hydraulic_brake,highway_longhaul,Observed: Brake pressure drop. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,6.03,167.03,2023-08-02 04:48:35
RO000666,SUV-X,4.5,100,Brake pedal spongy,FC-HYD-04,hydraulic_brake,city_stopgo,Observed: Brake pedal spongy. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,5.23,151.17,2026-05-26 05:43:48
RO000667,VAN-C,11.5,22409,Drive transfer slip,FC-DRV-19,drivetrain,highway_longhaul,Observed: Drive transfer slip. Inspected drivetrain subsystem. Replaced primary component and verified normal operation.,7.43,223.77,2024-08-04 09:14:56
RO000668,SUV-X,10.8,15709,Torque transfer delay,FC-DRV-19,drivetrain,high_humidity,Observed: Torque transfer delay. Inspected drivetrain subsystem. Replaced primary component and verified normal operation.,5.89,223.77,2024-01-19 23:13:37
RO000669,SEDAN-B,4.3,12471,Pneumatic valve not switching,FC-PNE-07,pneumatic_intake,high_temp,Observed: Pneumatic valve not switching. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,6.73,124.29,2025-03-01 02:29:49
RO000670,COUPE-R,10.7,13884,Control unit reset observed,FC-ELC-22,electrical_power,highway_longhaul,Observed: Control unit reset observed. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,4.6,155.43,2025-02-07 15:11:01
RO000671,SUV-Z,6.5,19809,Torque transfer delay,FC-DRV-19,drivetrain,high_humidity,Observed: Torque transfer delay. Inspected drivetrain subsystem. Replaced primary component and verified normal operation.,2.61,181.54,2024-10-22 06:00:01
RO000672,SEDAN-A,0.2,10595,Hydraulic pressure unstable,FC-HYD-04,hydraulic_brake,dusty,Observed: Hydraulic pressure unstable. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,3.06,115.39,2025-03-06 18:30:53
RO000673,SEDAN-A,4.7,13817,Brake pedal spongy,FC-HYD-04,hydraulic_brake,high_temp,Observed: Brake pedal spongy. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,4.59,128.3,2024-11-17 03:20:26
RO000674,TRUCK-T1,11.6,17613,Intake actuator delayed,FC-PNE-07,pneumatic_intake,high_temp,Observed: Intake actuator delayed. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,6.1,124.29,2023-06-02 20:57:27
RO000675,TRUCK-T1,8.7,5889,Hydraulic pressure unstable,FC-HYD-04,hydraulic_brake,high_temp,Observed: Hydraulic pressure unstable. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,7.58,415.37,2026-01-01 04:15:51
RO000676,VAN-C,6.2,20363,Intermittent electrical fault,FC-ELC-22,electrical_power,high_temp,Observed: Intermittent electrical fault. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,3.36,143.52,2023-12-19 12:25:32
RO000677,SUV-Z,1.1,21543,Torque transfer delay,FC-DRV-19,drivetrain,dusty,Observed: Torque transfer delay. Inspected drivetrain subsystem. Replaced primary component and verified normal operation.,6.25,181.54,2026-04-11 08:34:01
RO000678,COUPE-R,3.3,8042,Belt slipping,FC-ACC-09,conveyor_like_accessory,highway_longhaul,Observed: Belt slipping. Inspected conveyor_like_accessory subsystem. Replaced primary component and verified normal operation.,7.75,224.07,2024-07-04 22:46:27
RO000679,SUV-X,2.3,28141,Drive transfer slip,FC-DRV-19,drivetrain,high_humidity,Observed: Drive transfer slip. Inspected drivetrain subsystem. Replaced primary component and verified normal operation.,3.7,185.36,2025-06-01 15:41:29
RO000680,COUPE-R,8.7,12371,Intake actuator delayed,FC-PNE-07,pneumatic_intake,normal,Observed: Intake actuator delayed. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,6.71,198.9,2024-05-25 20:05:40
RO000681,COUPE-R,4.6,13697,Coolant leak suspected,FC-CLG-11,engine_cooling,normal,Observed: Coolant leak suspected. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,5.58,175.16,2023-10-18 00:23:10
RO000682,SEDAN-A,3.0,20926,Air regulation unstable,FC-PNE-07,pneumatic_intake,high_humidity,Observed: Air regulation unstable. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,4.47,124.29,2025-03-16 12:15:44
RO000683,SEDAN-B,5.7,7045,Air regulation unstable,FC-PNE-07,pneumatic_intake,dusty,Observed: Air regulation unstable. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,0.5,124.29,2023-11-17 18:07:15
RO000684,COUPE-R,5.8,34300,Brake pressure drop,FC-HYD-04,hydraulic_brake,high_humidity,Observed: Brake pressure drop. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,7.07,256.6,2023-11-10 08:01:22
RO000685,SEDAN-A,6.4,12896,Pneumatic valve not switching,FC-PNE-07,pneumatic_intake,highway_longhaul,Observed: Pneumatic valve not switching. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,5.54,124.29,2023-05-22 12:33:14
RO000686,SUV-X,8.4,5553,Hydraulic pressure unstable,FC-HYD-04,hydraulic_brake,dusty,Observed: Hydraulic pressure unstable. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,7.73,128.3,2024-01-23 00:25:09
RO000687,VAN-C,9.0,20745,Intermittent electrical fault,FC-ELC-22,electrical_power,highway_longhaul,Observed: Intermittent electrical fault. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,6.38,122.12,2023-03-09 19:55:45
RO000688,COUPE-R,6.6,20382,Intermittent electrical fault,FC-ELC-22,electrical_power,dusty,Observed: Intermittent electrical fault. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,6.68,155.43,2026-03-29 12:13:45
RO000689,TRUCK-T1,5.3,10411,Brake pressure drop,FC-HYD-04,hydraulic_brake,high_temp,Observed: Brake pressure drop. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,5.7,165.78,2025-02-25 03:27:17
RO000690,SUV-X,11.9,5087,Coolant temperature high,FC-CLG-11,engine_cooling,high_humidity,Observed: Coolant temperature high. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,2.56,132.06,2025-11-07 06:25:48
RO000691,COUPE-R,7.1,15407,Belt slipping,FC-ACC-09,conveyor_like_accessory,high_humidity,Observed: Belt slipping. Inspected conveyor_like_accessory subsystem. Replaced primary component and verified normal operation.,5.85,224.07,2023-09-08 16:10:49
RO000692,TRUCK-T1,7.4,13214,Coolant temperature high,FC-CLG-11,engine_cooling,high_temp,Observed: Coolant temperature high. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,8.48,274.79,2024-11-15 12:55:14
RO000693,SEDAN-B,0.9,8372,Control unit reset observed,FC-ELC-22,electrical_power,dusty,Observed: Control unit reset observed. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,5.29,203.16,2025-12-08 09:59:27
RO000694,SEDAN-A,0.7,13593,Brake pressure drop,FC-HYD-04,hydraulic_brake,dusty,Observed: Brake pressure drop. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,8.82,151.17,2023-02-13 09:50:02
RO000695,SUV-X,6.6,16845,Driveline vibration under load,FC-DRV-19,drivetrain,highway_longhaul,Observed: Driveline vibration under load. Inspected drivetrain subsystem. Replaced primary component and verified normal operation.,2.98,189.59,2023-09-17 11:58:23
RO000696,VAN-C,4.3,11998,Coolant leak suspected,FC-CLG-11,engine_cooling,dusty,Observed: Coolant leak suspected. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,4.86,307.22,2023-07-07 15:53:53
RO000697,SEDAN-A,11.0,19461,Unexpected power cut,FC-ELC-22,electrical_power,normal,Observed: Unexpected power cut. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,3.28,158.36,2023-12-06 12:32:21
RO000698,SUV-X,7.4,18985,Line speed not maintained,FC-ACC-09,conveyor_like_accessory,high_humidity,Observed: Line speed not maintained. Inspected conveyor_like_accessory subsystem. Replaced primary component and verified normal operation.,7.78,150.37,2023-05-28 04:20:00
RO000699,COUPE-R,12.0,6879,Torque transfer delay,FC-DRV-19,drivetrain,normal,Observed: Torque transfer delay. Inspected drivetrain subsystem. Replaced primary component and verified normal operation.,3.88,189.59,2024-06-04 13:37:41
RO000700,SEDAN-A,2.1,13127,Pneumatic valve not switching,FC-PNE-07,pneumatic_intake,high_temp,Observed: Pneumatic valve not switching. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,6.43,198.9,2023-02-02 22:53:31
RO000701,SUV-X,10.0,14392,Intermittent electrical fault,FC-ELC-22,electrical_power,high_humidity,Observed: Intermittent electrical fault. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,4.86,208.67,2025-02-13 17:52:15
RO000702,TRUCK-T1,7.0,8318,Radiator efficiency low,FC-CLG-11,engine_cooling,normal,Observed: Radiator efficiency low. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,9.68,198.18,2023-12-22 18:06:44
RO000703,SUV-Z,0.9,16477,Intermittent electrical fault,FC-ELC-22,electrical_power,city_stopgo,Observed: Intermittent electrical fault. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,9.55,340.02,2024-08-15 14:49:33
RO000704,SUV-Z,6.5,13479,Coolant temperature high,FC-CLG-11,engine_cooling,high_temp,Observed: Coolant temperature high. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,4.79,210.86,2025-02-27 06:09:30
RO000705,TRUCK-T1,5.9,25982,Coolant temperature high,FC-CLG-11,engine_cooling,high_humidity,Observed: Coolant temperature high. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,1.08,312.4,2025-06-14 10:33:48
RO000706,COUPE-R,11.9,3608,Brake pressure drop,FC-HYD-04,hydraulic_brake,dusty,Observed: Brake pressure drop. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,4.97,115.39,2024-10-18 15:17:45
RO000707,SUV-X,5.0,19708,Torque transfer delay,FC-DRV-19,drivetrain,city_stopgo,Observed: Torque transfer delay. Inspected drivetrain subsystem. Replaced primary component and verified normal operation.,2.3,189.59,2026-02-02 19:24:35
RO000708,SUV-X,8.1,31194,Air regulation unstable,FC-PNE-07,pneumatic_intake,highway_longhaul,Observed: Air regulation unstable. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,2.77,186.45,2024-12-29 23:13:27
RO000709,VAN-C,7.2,9704,Brake pedal spongy,FC-HYD-04,hydraulic_brake,dusty,Observed: Brake pedal spongy. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,6.35,230.78,2026-02-26 22:59:50
RO000710,SUV-X,6.6,9868,Coolant leak suspected,FC-CLG-11,engine_cooling,high_temp,Observed: Coolant leak suspected. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,6.48,239.09,2026-03-31 04:52:10
